Datetime,Average_Receive_bps,Average_Transmit_bps
2023-06-25 16:25:00,61900860.0,77191368.0
2023-06-25 16:30:00,69699416.0,88132424.0
2023-06-25 16:35:00,69699416.0,88132424.0
2023-06-25 16:40:00,57712392.0,67235128.0
2023-06-25 16:45:00,57712392.0,67235128.0
2023-06-25 16:50:00,36976392.0,16859780.0
2023-06-25 16:55:00,36976392.0,16859780.0
2023-06-25 17:00:00,81289848.0,14505453.0
2023-06-25 17:05:00,81289848.0,14505453.0
2023-06-25 17:10:00,59274436.0,91788744.0
2023-06-25 17:15:00,59274436.0,91788744.0
2023-06-25 17:20:00,82490200.0,82232864.0
2023-06-25 17:25:00,82490200.0,82232864.0
2023-06-25 17:30:00,78479488.0,14667122.0
2023-06-25 17:35:00,78479488.0,14667122.0
2023-06-25 17:40:00,68597056.0,35788460.0
2023-06-25 17:45:00,68597056.0,35788460.0
2023-06-25 17:50:00,82208112.0,11911929.0
2023-06-25 17:55:00,82208112.0,11911929.0
2023-06-25 18:00:00,66949652.0,16146283.0
2023-06-25 18:05:00,66949652.0,16146283.0
2023-06-25 18:10:00,290355840.0,58398212.0
2023-06-25 18:15:00,290355840.0,58398212.0
2023-06-25 18:20:00,339703904.0,64372740.0
2023-06-25 18:25:00,339703904.0,64372740.0
2023-06-25 18:30:00,338998208.0,48732244.0
2023-06-25 18:35:00,338998208.0,48732244.0
2023-06-25 18:40:00,338191392.0,40814012.0
2023-06-25 18:45:00,338191392.0,40814012.0
2023-06-25 18:50:00,338529184.0,40212756.0
2023-06-25 18:55:00,338529184.0,40212756.0
2023-06-25 19:00:00,336370048.0,35015184.0
2023-06-25 19:05:00,336370048.0,35015184.0
2023-06-25 19:10:00,337968096.0,39584600.0
2023-06-25 19:15:00,337968096.0,39584600.0
2023-06-25 19:20:00,338639008.0,34910372.0
2023-06-25 19:25:00,338639008.0,34910372.0
2023-06-25 19:30:00,337369696.0,37555560.0
2023-06-25 19:35:00,337369696.0,37555560.0
2023-06-25 19:40:00,338671296.0,38893256.0
2023-06-25 19:45:00,338671296.0,38893256.0
2023-06-25 19:50:00,338096032.0,37670936.0
2023-06-25 19:55:00,338096032.0,37670936.0
2023-06-25 20:00:00,306084768.0,34014608.0
2023-06-25 20:05:00,306084768.0,34014608.0
2023-06-25 20:10:00,182248336.0,20007646.0
2023-06-25 20:15:00,182248336.0,20007646.0
2023-06-25 20:20:00,339619712.0,72643600.0
2023-06-25 20:25:00,339619712.0,72643600.0
2023-06-25 20:30:00,339279872.0,46358460.0
2023-06-25 20:35:00,339279872.0,46358460.0
2023-06-25 20:40:00,339166976.0,46456392.0
2023-06-25 20:45:00,339166976.0,46456392.0
2023-06-25 20:50:00,339118272.0,48557368.0
2023-06-25 20:55:00,339118272.0,48557368.0
2023-06-25 21:00:00,338825632.0,42924232.0
2023-06-25 21:05:00,338825632.0,42924232.0
2023-06-25 21:10:00,338557600.0,41706644.0
2023-06-25 21:15:00,338557600.0,41706644.0
2023-06-25 21:20:00,339445056.0,41392256.0
2023-06-25 21:25:00,339445056.0,41392256.0
2023-06-25 21:30:00,338662944.0,41967988.0
2023-06-25 21:35:00,338662944.0,41967988.0
2023-06-25 21:40:00,288075232.0,24299450.0
2023-06-25 21:45:00,288075232.0,24299450.0
2023-06-25 21:50:00,92544800.0,13493151.0
2023-06-25 21:55:00,92544800.0,13493151.0
2023-06-25 22:00:00,82042016.0,16637866.0
2023-06-25 22:05:00,82042016.0,16637866.0
2023-06-25 22:10:00,106394872.0,17426048.0
