Day,Hour,Minute,Datetime,Average_Receive_bps,Average_Transmit_bps
1,0,0,2023-08-01 00:00:00,338950304.0,65747312.0
1,0,5,2023-08-01 00:05:00,338950304.0,65747312.0
1,0,10,2023-08-01 00:10:00,338873216.0,61819992.0
1,0,15,2023-08-01 00:15:00,338873216.0,61819992.0
1,0,20,2023-08-01 00:20:00,338956608.0,69735288.0
1,0,25,2023-08-01 00:25:00,338956608.0,69735288.0
1,0,30,2023-08-01 00:30:00,339273792.0,98214136.0
1,0,35,2023-08-01 00:35:00,339273792.0,98214136.0
1,0,40,2023-08-01 00:40:00,339172928.0,92824256.0
1,0,45,2023-08-01 00:45:00,339172928.0,92824256.0
1,0,50,2023-08-01 00:50:00,339491296.0,83425456.0
1,0,55,2023-08-01 00:55:00,339491296.0,83425456.0
1,1,0,2023-08-01 01:00:00,339479200.0,89516584.0
1,1,5,2023-08-01 01:05:00,339479200.0,89516584.0
1,1,10,2023-08-01 01:10:00,339434176.0,102545176.0
1,1,15,2023-08-01 01:15:00,339434176.0,102545176.0
1,1,20,2023-08-01 01:20:00,339577408.0,83015048.0
1,1,25,2023-08-01 01:25:00,339577408.0,83015048.0
1,1,30,2023-08-01 01:30:00,339529280.0,81732904.0
1,1,35,2023-08-01 01:35:00,339529280.0,81732904.0
1,1,40,2023-08-01 01:40:00,339604352.0,93582464.0
1,1,45,2023-08-01 01:45:00,339604352.0,93582464.0
1,1,50,2023-08-01 01:50:00,339628096.0,57316724.0
1,1,55,2023-08-01 01:55:00,339628096.0,57316724.0
1,2,0,2023-08-01 02:00:00,339664096.0,65147112.0
1,2,5,2023-08-01 02:05:00,339664096.0,65147112.0
1,2,10,2023-08-01 02:10:00,339653984.0,65490180.0
1,2,15,2023-08-01 02:15:00,339653984.0,65490180.0
1,2,20,2023-08-01 02:20:00,339661728.0,62097776.0
1,2,25,2023-08-01 02:25:00,339661728.0,62097776.0
1,2,30,2023-08-01 02:30:00,339676576.0,62712640.0
1,2,35,2023-08-01 02:35:00,339676576.0,62712640.0
1,2,40,2023-08-01 02:40:00,339663648.0,66520740.0
1,2,45,2023-08-01 02:45:00,339663648.0,66520740.0
1,2,50,2023-08-01 02:50:00,339643744.0,91345368.0
1,2,55,2023-08-01 02:55:00,339643744.0,91345368.0
1,3,0,2023-08-01 03:00:00,339670880.0,58801676.0
1,3,5,2023-08-01 03:05:00,339670880.0,58801676.0
1,3,10,2023-08-01 03:10:00,339660672.0,88472752.0
1,3,15,2023-08-01 03:15:00,339660672.0,88472752.0
1,3,20,2023-08-01 03:20:00,256652560.0,55079548.0
1,3,25,2023-08-01 03:25:00,256652560.0,55079548.0
1,3,30,2023-08-01 03:30:00,4751944.0,1441206.5
1,3,35,2023-08-01 03:35:00,4751944.0,1441206.5
1,3,40,2023-08-01 03:40:00,3203260.25,1697447.875
1,3,45,2023-08-01 03:45:00,3203260.25,1697447.875
1,3,50,2023-08-01 03:50:00,5330539.5,792554.0
1,3,55,2023-08-01 03:55:00,5330539.5,792554.0
1,4,0,2023-08-01 04:00:00,5130565.5,338453.125
1,4,5,2023-08-01 04:05:00,5130565.5,338453.125
1,4,10,2023-08-01 04:10:00,8067553.5,2373763.5
1,4,15,2023-08-01 04:15:00,8067553.5,2373763.5
1,4,20,2023-08-01 04:20:00,13375343.0,737953.0625
1,4,25,2023-08-01 04:25:00,13375343.0,737953.0625
1,4,30,2023-08-01 04:30:00,14559105.0,624898.125
1,4,35,2023-08-01 04:35:00,14559105.0,624898.125
1,4,40,2023-08-01 04:40:00,10193688.0,583125.4375
1,4,45,2023-08-01 04:45:00,10193688.0,583125.4375
1,4,50,2023-08-01 04:50:00,4556388.5,516915.2813
1,4,55,2023-08-01 04:55:00,4556388.5,516915.2813
1,5,0,2023-08-01 05:00:00,7276645.5,416098.125
1,5,5,2023-08-01 05:05:00,7276645.5,416098.125
1,5,10,2023-08-01 05:10:00,8846514.0,422406.1563
1,5,15,2023-08-01 05:15:00,8846514.0,422406.1563
1,5,20,2023-08-01 05:20:00,9048365.0,4034695.5
1,5,25,2023-08-01 05:25:00,9048365.0,4034695.5
1,5,30,2023-08-01 05:30:00,7253501.5,437644.5938
1,5,35,2023-08-01 05:35:00,7253501.5,437644.5938
1,5,40,2023-08-01 05:40:00,7217675.5,347161.0
1,5,45,2023-08-01 05:45:00,7217675.5,347161.0
1,5,50,2023-08-01 05:50:00,6766375.5,805813.6875
1,5,55,2023-08-01 05:55:00,6766375.5,805813.6875
1,6,0,2023-08-01 06:00:00,8102330.0,2612697.25
1,6,5,2023-08-01 06:05:00,8102330.0,2612697.25
1,6,10,2023-08-01 06:10:00,15076410.0,2533272.5
1,6,15,2023-08-01 06:15:00,15076410.0,2533272.5
1,6,20,2023-08-01 06:20:00,19065822.0,834741.75
1,6,25,2023-08-01 06:25:00,19065822.0,834741.75
1,6,30,2023-08-01 06:30:00,15282426.0,805801.8125
1,6,35,2023-08-01 06:35:00,15282426.0,805801.8125
1,6,40,2023-08-01 06:40:00,19323550.0,954882.875
1,6,45,2023-08-01 06:45:00,19323550.0,954882.875
1,6,50,2023-08-01 06:50:00,171045680.0,14854352.0
1,6,55,2023-08-01 06:55:00,171045680.0,14854352.0
1,7,0,2023-08-01 07:00:00,339698080.0,65523620.0
1,7,5,2023-08-01 07:05:00,339698080.0,65523620.0
1,7,10,2023-08-01 07:10:00,339676736.0,86834328.0
1,7,15,2023-08-01 07:15:00,339676736.0,86834328.0
1,7,20,2023-08-01 07:20:00,339695072.0,76331392.0
1,7,25,2023-08-01 07:25:00,339695072.0,76331392.0
1,7,30,2023-08-01 07:30:00,339647808.0,90285912.0
1,7,35,2023-08-01 07:35:00,339647808.0,90285912.0
1,7,40,2023-08-01 07:40:00,339690688.0,77669896.0
1,7,45,2023-08-01 07:45:00,339690688.0,77669896.0
1,7,50,2023-08-01 07:50:00,339651104.0,92915856.0
1,7,55,2023-08-01 07:55:00,339651104.0,92915856.0
1,8,0,2023-08-01 08:00:00,339658624.0,80680240.0
1,8,5,2023-08-01 08:05:00,339658624.0,80680240.0
1,8,10,2023-08-01 08:10:00,339609376.0,105155464.0
1,8,15,2023-08-01 08:15:00,339609376.0,105155464.0
1,8,20,2023-08-01 08:20:00,339662656.0,66056512.0
1,8,25,2023-08-01 08:25:00,339662656.0,66056512.0
1,8,30,2023-08-01 08:30:00,339667232.0,62217580.0
1,8,35,2023-08-01 08:35:00,339667232.0,62217580.0
1,8,40,2023-08-01 08:40:00,339613856.0,78979800.0
1,8,45,2023-08-01 08:45:00,339613856.0,78979800.0
1,8,50,2023-08-01 08:50:00,339618784.0,112228656.0
1,8,55,2023-08-01 08:55:00,339618784.0,112228656.0
1,9,0,2023-08-01 09:00:00,339622240.0,73854408.0
1,9,5,2023-08-01 09:05:00,339622240.0,73854408.0
1,9,10,2023-08-01 09:10:00,339591264.0,74892576.0
1,9,15,2023-08-01 09:15:00,339591264.0,74892576.0
1,9,20,2023-08-01 09:20:00,334539616.0,60764520.0
1,9,25,2023-08-01 09:25:00,334539616.0,60764520.0
1,9,30,2023-08-01 09:30:00,296653440.0,36974080.0
1,9,35,2023-08-01 09:35:00,296653440.0,36974080.0
1,9,40,2023-08-01 09:40:00,250767216.0,53027032.0
1,9,45,2023-08-01 09:45:00,250767216.0,53027032.0
1,9,50,2023-08-01 09:50:00,226747392.0,34412852.0
1,9,55,2023-08-01 09:55:00,226747392.0,34412852.0
1,10,0,2023-08-01 10:00:00,338329152.0,66097072.0
1,10,5,2023-08-01 10:05:00,338329152.0,66097072.0
1,10,10,2023-08-01 10:10:00,338753184.0,60449696.0
1,10,15,2023-08-01 10:15:00,338753184.0,60449696.0
1,10,20,2023-08-01 10:20:00,339307264.0,41018524.0
1,10,25,2023-08-01 10:25:00,339307264.0,41018524.0
1,10,30,2023-08-01 10:30:00,323054816.0,28803698.0
1,10,35,2023-08-01 10:35:00,323054816.0,28803698.0
1,10,40,2023-08-01 10:40:00,325534720.0,62049204.0
1,10,45,2023-08-01 10:45:00,325534720.0,62049204.0
1,10,50,2023-08-01 10:50:00,339448224.0,72028032.0
1,10,55,2023-08-01 10:55:00,339448224.0,72028032.0
1,11,0,2023-08-01 11:00:00,338810336.0,64223216.0
1,11,5,2023-08-01 11:05:00,338810336.0,64223216.0
1,11,10,2023-08-01 11:10:00,339182944.0,39964104.0
1,11,15,2023-08-01 11:15:00,339182944.0,39964104.0
1,11,20,2023-08-01 11:20:00,339131008.0,39985324.0
1,11,25,2023-08-01 11:25:00,339131008.0,39985324.0
1,11,30,2023-08-01 11:30:00,339071168.0,35865908.0
1,11,35,2023-08-01 11:35:00,339071168.0,35865908.0
1,11,40,2023-08-01 11:40:00,339114016.0,35602464.0
1,11,45,2023-08-01 11:45:00,339114016.0,35602464.0
1,11,50,2023-08-01 11:50:00,77787560.0,41622908.0
1,11,55,2023-08-01 11:55:00,77787560.0,41622908.0
1,12,0,2023-08-01 12:00:00,90859824.0,32194532.0
1,12,5,2023-08-01 12:05:00,90859824.0,32194532.0
1,12,10,2023-08-01 12:10:00,73754304.0,62312204.0
1,12,15,2023-08-01 12:15:00,73754304.0,62312204.0
1,12,20,2023-08-01 12:20:00,61963184.0,13037657.0
1,12,25,2023-08-01 12:25:00,61963184.0,13037657.0
1,12,30,2023-08-01 12:30:00,82034880.0,23857346.0
1,12,35,2023-08-01 12:35:00,82034880.0,23857346.0
1,12,40,2023-08-01 12:40:00,81154480.0,15543987.0
1,12,45,2023-08-01 12:45:00,81154480.0,15543987.0
1,12,50,2023-08-01 12:50:00,87690656.0,15309062.0
1,12,55,2023-08-01 12:55:00,87690656.0,15309062.0
1,13,0,2023-08-01 13:00:00,105194120.0,18171084.0
1,13,5,2023-08-01 13:05:00,105194120.0,18171084.0
1,13,10,2023-08-01 13:10:00,103254720.0,21035884.0
1,13,15,2023-08-01 13:15:00,103254720.0,21035884.0
1,13,20,2023-08-01 13:20:00,107518760.0,23779728.0
1,13,25,2023-08-01 13:25:00,107518760.0,23779728.0
1,13,30,2023-08-01 13:30:00,135665904.0,22855432.0
1,13,35,2023-08-01 13:35:00,135665904.0,22855432.0
1,13,40,2023-08-01 13:40:00,167804688.0,18233428.0
1,13,45,2023-08-01 13:45:00,167804688.0,18233428.0
1,13,50,2023-08-01 13:50:00,171381616.0,19348504.0
1,13,55,2023-08-01 13:55:00,171381616.0,19348504.0
1,14,0,2023-08-01 14:00:00,129040408.0,22126532.0
1,14,5,2023-08-01 14:05:00,129040408.0,22126532.0
1,14,10,2023-08-01 14:10:00,160048720.0,41237716.0
1,14,15,2023-08-01 14:15:00,160048720.0,41237716.0
1,14,20,2023-08-01 14:20:00,169837440.0,23544888.0
1,14,25,2023-08-01 14:25:00,169837440.0,23544888.0
1,14,30,2023-08-01 14:30:00,92337336.0,11342123.0
1,14,35,2023-08-01 14:35:00,92337336.0,11342123.0
1,14,40,2023-08-01 14:40:00,86294408.0,19138602.0
1,14,45,2023-08-01 14:45:00,86294408.0,19138602.0
1,14,50,2023-08-01 14:50:00,119379696.0,14398401.0
1,14,55,2023-08-01 14:55:00,119379696.0,14398401.0
1,15,0,2023-08-01 15:00:00,166313232.0,28079892.0
1,15,5,2023-08-01 15:05:00,166313232.0,28079892.0
1,15,10,2023-08-01 15:10:00,185724816.0,18618442.0
1,15,15,2023-08-01 15:15:00,185724816.0,18618442.0
1,15,20,2023-08-01 15:20:00,245523824.0,16030748.0
1,15,25,2023-08-01 15:25:00,245523824.0,16030748.0
1,15,30,2023-08-01 15:30:00,281333856.0,48336168.0
1,15,35,2023-08-01 15:35:00,281333856.0,48336168.0
1,15,40,2023-08-01 15:40:00,266331328.0,31530992.0
1,15,45,2023-08-01 15:45:00,266331328.0,31530992.0
1,15,50,2023-08-01 15:50:00,323769024.0,20768994.0
1,15,55,2023-08-01 15:55:00,323769024.0,20768994.0
1,16,0,2023-08-01 16:00:00,310118848.0,25724328.0
1,16,5,2023-08-01 16:05:00,310118848.0,25724328.0
1,16,10,2023-08-01 16:10:00,339776224.0,28511328.0
1,16,15,2023-08-01 16:15:00,339776224.0,28511328.0
1,16,20,2023-08-01 16:20:00,335875136.0,40780916.0
1,16,25,2023-08-01 16:25:00,335875136.0,40780916.0
1,16,30,2023-08-01 16:30:00,339680352.0,39377656.0
1,16,35,2023-08-01 16:35:00,339680352.0,39377656.0
1,16,40,2023-08-01 16:40:00,339791136.0,28447544.0
1,16,45,2023-08-01 16:45:00,339791136.0,28447544.0
1,16,50,2023-08-01 16:50:00,319593536.0,21628970.0
1,16,55,2023-08-01 16:55:00,319593536.0,21628970.0
1,17,0,2023-08-01 17:00:00,283765312.0,27842938.0
1,17,5,2023-08-01 17:05:00,283765312.0,27842938.0
1,17,10,2023-08-01 17:10:00,108300256.0,13341249.0
1,17,15,2023-08-01 17:15:00,108300256.0,13341249.0
1,17,20,2023-08-01 17:20:00,89485032.0,22083386.0
1,17,25,2023-08-01 17:25:00,89485032.0,22083386.0
1,17,30,2023-08-01 17:30:00,84379048.0,24390172.0
1,17,35,2023-08-01 17:35:00,84379048.0,24390172.0
1,17,40,2023-08-01 17:40:00,99795280.0,34982964.0
1,17,45,2023-08-01 17:45:00,99795280.0,34982964.0
1,17,50,2023-08-01 17:50:00,98764664.0,38934816.0
1,17,55,2023-08-01 17:55:00,98764664.0,38934816.0
1,18,0,2023-08-01 18:00:00,90009208.0,22307824.0
1,18,5,2023-08-01 18:05:00,90009208.0,22307824.0
1,18,10,2023-08-01 18:10:00,112581224.0,14345795.0
1,18,15,2023-08-01 18:15:00,112581224.0,14345795.0
1,18,20,2023-08-01 18:20:00,108457688.0,18271524.0
1,18,25,2023-08-01 18:25:00,108457688.0,18271524.0
1,18,30,2023-08-01 18:30:00,75783848.0,14321771.0
1,18,35,2023-08-01 18:35:00,75783848.0,14321771.0
1,18,40,2023-08-01 18:40:00,99977384.0,14351999.0
1,18,45,2023-08-01 18:45:00,99977384.0,14351999.0
1,18,50,2023-08-01 18:50:00,65244420.0,9248250.0
1,18,55,2023-08-01 18:55:00,65244420.0,9248250.0
1,19,0,2023-08-01 19:00:00,48842948.0,8634615.0
1,19,5,2023-08-01 19:05:00,48842948.0,8634615.0
1,19,10,2023-08-01 19:10:00,146425408.0,30372504.0
1,19,15,2023-08-01 19:15:00,146425408.0,30372504.0
1,19,20,2023-08-01 19:20:00,120530256.0,35400528.0
1,19,25,2023-08-01 19:25:00,120530256.0,35400528.0
1,19,30,2023-08-01 19:30:00,98681816.0,35445024.0
1,19,35,2023-08-01 19:35:00,98681816.0,35445024.0
1,19,40,2023-08-01 19:40:00,90242248.0,31385710.0
1,19,45,2023-08-01 19:45:00,90242248.0,31385710.0
1,19,50,2023-08-01 19:50:00,71806472.0,13109505.0
1,19,55,2023-08-01 19:55:00,71806472.0,13109505.0
1,20,0,2023-08-01 20:00:00,85506952.0,12497818.0
1,20,5,2023-08-01 20:05:00,85506952.0,12497818.0
1,20,10,2023-08-01 20:10:00,72996296.0,18295864.0
1,20,15,2023-08-01 20:15:00,72996296.0,18295864.0
1,20,20,2023-08-01 20:20:00,59754296.0,12130062.0
1,20,25,2023-08-01 20:25:00,59754296.0,12130062.0
1,20,30,2023-08-01 20:30:00,50255560.0,11431887.0
1,20,35,2023-08-01 20:35:00,50255560.0,11431887.0
1,20,40,2023-08-01 20:40:00,61191608.0,16285417.0
1,20,45,2023-08-01 20:45:00,61191608.0,16285417.0
1,20,50,2023-08-01 20:50:00,61760460.0,25217788.0
1,20,55,2023-08-01 20:55:00,61760460.0,25217788.0
1,21,0,2023-08-01 21:00:00,79396152.0,25031392.0
1,21,5,2023-08-01 21:05:00,79396152.0,25031392.0
1,21,10,2023-08-01 21:10:00,339049312.0,35747708.0
1,21,15,2023-08-01 21:15:00,339049312.0,35747708.0
1,21,20,2023-08-01 21:20:00,338703712.0,36569296.0
1,21,25,2023-08-01 21:25:00,338703712.0,36569296.0
1,21,30,2023-08-01 21:30:00,338820480.0,37273132.0
1,21,35,2023-08-01 21:35:00,338820480.0,37273132.0
1,21,40,2023-08-01 21:40:00,339215104.0,39049352.0
1,21,45,2023-08-01 21:45:00,339215104.0,39049352.0
1,21,50,2023-08-01 21:50:00,339130720.0,41181056.0
1,21,55,2023-08-01 21:55:00,339130720.0,41181056.0
1,22,0,2023-08-01 22:00:00,339044736.0,36192588.0
1,22,5,2023-08-01 22:05:00,339044736.0,36192588.0
1,22,10,2023-08-01 22:10:00,338839584.0,39439872.0
1,22,15,2023-08-01 22:15:00,338839584.0,39439872.0
1,22,20,2023-08-01 22:20:00,339588256.0,40589484.0
1,22,25,2023-08-01 22:25:00,339588256.0,40589484.0
1,22,30,2023-08-01 22:30:00,155600000.0,23789264.0
1,22,35,2023-08-01 22:35:00,155600000.0,23789264.0
1,22,40,2023-08-01 22:40:00,31316916.0,1878249.75
1,22,45,2023-08-01 22:45:00,31316916.0,1878249.75
1,22,50,2023-08-01 22:50:00,34299696.0,2095775.0
1,22,55,2023-08-01 22:55:00,34299696.0,2095775.0
1,23,0,2023-08-01 23:00:00,34043744.0,2147290.75
1,23,5,2023-08-01 23:05:00,34043744.0,2147290.75
1,23,10,2023-08-01 23:10:00,300796992.0,55618124.0
1,23,15,2023-08-01 23:15:00,300796992.0,55618124.0
1,23,20,2023-08-01 23:20:00,339481472.0,75049400.0
1,23,25,2023-08-01 23:25:00,339481472.0,75049400.0
1,23,30,2023-08-01 23:30:00,339250048.0,55147168.0
1,23,35,2023-08-01 23:35:00,339250048.0,55147168.0
1,23,40,2023-08-01 23:40:00,338608256.0,57697496.0
1,23,45,2023-08-01 23:45:00,338608256.0,57697496.0
1,23,50,2023-08-01 23:50:00,338823424.0,52699724.0
1,23,55,2023-08-01 23:55:00,338823424.0,52699724.0
3,0,0,2023-08-10 00:00:00,278725248.0,19489914.0
3,0,5,2023-08-10 00:05:00,278725248.0,19489914.0
3,0,10,2023-08-10 00:10:00,220492080.0,22681538.0
3,0,15,2023-08-10 00:15:00,220492080.0,22681538.0
3,0,20,2023-08-10 00:20:00,231653872.0,24028352.0
3,0,25,2023-08-10 00:25:00,231653872.0,24028352.0
3,0,30,2023-08-10 00:30:00,223744592.0,29582526.0
3,0,35,2023-08-10 00:35:00,223744592.0,29582526.0
3,0,40,2023-08-10 00:40:00,196947232.0,45330540.0
3,0,45,2023-08-10 00:45:00,196947232.0,45330540.0
3,0,50,2023-08-10 00:50:00,203284832.0,33665812.0
3,0,55,2023-08-10 00:55:00,203284832.0,33665812.0
3,1,0,2023-08-10 01:00:00,208353744.0,42593588.0
3,1,5,2023-08-10 01:05:00,208353744.0,42593588.0
3,1,10,2023-08-10 01:10:00,117083360.0,14175394.0
3,1,15,2023-08-10 01:15:00,117083360.0,14175394.0
3,1,20,2023-08-10 01:20:00,4859454.5,362518.7813
3,1,25,2023-08-10 01:25:00,4859454.5,362518.7813
3,1,30,2023-08-10 01:30:00,5038775.0,310104.1563
3,1,35,2023-08-10 01:35:00,5038775.0,310104.1563
3,1,40,2023-08-10 01:40:00,4504584.5,241644.0469
3,1,45,2023-08-10 01:45:00,4504584.5,241644.0469
3,1,50,2023-08-10 01:50:00,1722747.375,595665.875
3,1,55,2023-08-10 01:55:00,1722747.375,595665.875
3,2,0,2023-08-10 02:00:00,1011098.188,225619.2344
3,2,5,2023-08-10 02:05:00,1011098.188,225619.2344
3,2,10,2023-08-10 02:10:00,1338683.125,202741.75
3,2,15,2023-08-10 02:15:00,1338683.125,202741.75
3,2,20,2023-08-10 02:20:00,1411321.25,246248.1094
3,2,25,2023-08-10 02:25:00,1411321.25,246248.1094
3,2,30,2023-08-10 02:30:00,86484.95313,21246.30078
3,2,35,2023-08-10 02:35:00,86484.95313,21246.30078
3,2,40,2023-08-10 02:40:00,24236.97266,20699.38867
3,2,45,2023-08-10 02:45:00,24236.97266,20699.38867
3,2,50,2023-08-10 02:50:00,32350.18555,538271.8125
3,2,55,2023-08-10 02:55:00,32350.18555,538271.8125
3,3,0,2023-08-10 03:00:00,39007.54297,47363.50781
3,3,5,2023-08-10 03:05:00,39007.54297,47363.50781
3,3,10,2023-08-10 03:10:00,23532.50391,249794.0
3,3,15,2023-08-10 03:15:00,23532.50391,249794.0
3,3,20,2023-08-10 03:20:00,22174.29492,125686.7344
3,3,25,2023-08-10 03:25:00,22174.29492,125686.7344
3,3,30,2023-08-10 03:30:00,175014.2969,23403.11133
3,3,35,2023-08-10 03:35:00,175014.2969,23403.11133
3,3,40,2023-08-10 03:40:00,18280.4668,30465.77148
3,3,45,2023-08-10 03:45:00,18280.4668,30465.77148
3,3,50,2023-08-10 03:50:00,206722.0,24766.51563
3,3,55,2023-08-10 03:55:00,206722.0,24766.51563
3,4,0,2023-08-10 04:00:00,253250.375,27387.90039
3,4,5,2023-08-10 04:05:00,253250.375,27387.90039
3,4,10,2023-08-10 04:10:00,24730.44336,17315.97461
3,4,15,2023-08-10 04:15:00,24730.44336,17315.97461
3,4,20,2023-08-10 04:20:00,19416.57422,49052.41016
3,4,25,2023-08-10 04:25:00,19416.57422,49052.41016
3,4,30,2023-08-10 04:30:00,24472.82813,19529.61719
3,4,35,2023-08-10 04:35:00,24472.82813,19529.61719
3,4,40,2023-08-10 04:40:00,23658.58203,17285.02734
3,4,45,2023-08-10 04:45:00,23658.58203,17285.02734
3,4,50,2023-08-10 04:50:00,26480.02344,16609.23242
3,4,55,2023-08-10 04:55:00,26480.02344,16609.23242
3,5,0,2023-08-10 05:00:00,71309.70313,1834260.375
3,5,5,2023-08-10 05:05:00,71309.70313,1834260.375
3,5,10,2023-08-10 05:10:00,18819.72656,17770.51563
3,5,15,2023-08-10 05:15:00,18819.72656,17770.51563
3,5,20,2023-08-10 05:20:00,367528.4688,26926.49609
3,5,25,2023-08-10 05:25:00,367528.4688,26926.49609
3,5,30,2023-08-10 05:30:00,1777121.875,133200.6563
3,5,35,2023-08-10 05:35:00,1777121.875,133200.6563
3,5,40,2023-08-10 05:40:00,2420255.0,3021491.0
3,5,45,2023-08-10 05:45:00,2420255.0,3021491.0
3,5,50,2023-08-10 05:50:00,3960009.0,242769.6094
3,5,55,2023-08-10 05:55:00,3960009.0,242769.6094
3,6,0,2023-08-10 06:00:00,6663274.0,323021.9063
3,6,5,2023-08-10 06:05:00,6663274.0,323021.9063
3,6,10,2023-08-10 06:10:00,8535100.0,395922.1563
3,6,15,2023-08-10 06:15:00,8535100.0,395922.1563
3,6,20,2023-08-10 06:20:00,7901838.5,412416.4063
3,6,25,2023-08-10 06:25:00,7901838.5,412416.4063
3,6,30,2023-08-10 06:30:00,3654977.0,215427.2188
3,6,35,2023-08-10 06:35:00,3654977.0,215427.2188
3,6,40,2023-08-10 06:40:00,2002131.125,114193.0
3,6,45,2023-08-10 06:45:00,2002131.125,114193.0
3,6,50,2023-08-10 06:50:00,1379809.5,141331.6406
3,6,55,2023-08-10 06:55:00,1379809.5,141331.6406
3,7,0,2023-08-10 07:00:00,61984004.0,10911778.0
3,7,5,2023-08-10 07:05:00,61984004.0,10911778.0
3,7,10,2023-08-10 07:10:00,139532288.0,34261416.0
3,7,15,2023-08-10 07:15:00,139532288.0,34261416.0
3,7,20,2023-08-10 07:20:00,142664432.0,27690274.0
3,7,25,2023-08-10 07:25:00,142664432.0,27690274.0
3,7,30,2023-08-10 07:30:00,181842736.0,33909104.0
3,7,35,2023-08-10 07:35:00,181842736.0,33909104.0
3,7,40,2023-08-10 07:40:00,160956448.0,15056057.0
3,7,45,2023-08-10 07:45:00,160956448.0,15056057.0
3,7,50,2023-08-10 07:50:00,174525392.0,10846517.0
3,7,55,2023-08-10 07:55:00,174525392.0,10846517.0
3,8,0,2023-08-10 08:00:00,234292144.0,14841952.0
3,8,5,2023-08-10 08:05:00,234292144.0,14841952.0
3,8,10,2023-08-10 08:10:00,194509456.0,22269230.0
3,8,15,2023-08-10 08:15:00,194509456.0,22269230.0
3,8,20,2023-08-10 08:20:00,198780352.0,22374498.0
3,8,25,2023-08-10 08:25:00,198780352.0,22374498.0
3,8,30,2023-08-10 08:30:00,217494976.0,19066342.0
3,8,35,2023-08-10 08:35:00,217494976.0,19066342.0
3,8,40,2023-08-10 08:40:00,260609056.0,27371456.0
3,8,45,2023-08-10 08:45:00,260609056.0,27371456.0
3,8,50,2023-08-10 08:50:00,309956128.0,54486512.0
3,8,55,2023-08-10 08:55:00,309956128.0,54486512.0
3,9,0,2023-08-10 09:00:00,321232800.0,55187264.0
3,9,5,2023-08-10 09:05:00,321232800.0,55187264.0
3,9,10,2023-08-10 09:10:00,332965760.0,63549836.0
3,9,15,2023-08-10 09:15:00,332965760.0,63549836.0
3,9,20,2023-08-10 09:20:00,339309376.0,63334140.0
3,9,25,2023-08-10 09:25:00,339309376.0,63334140.0
3,9,30,2023-08-10 09:30:00,339666400.0,74265544.0
3,9,35,2023-08-10 09:35:00,339666400.0,74265544.0
3,9,40,2023-08-10 09:40:00,339436096.0,66610328.0
3,9,45,2023-08-10 09:45:00,339436096.0,66610328.0
3,9,50,2023-08-10 09:50:00,339654432.0,57954152.0
3,9,55,2023-08-10 09:55:00,339654432.0,57954152.0
3,10,0,2023-08-10 10:00:00,337463008.0,40884068.0
3,10,5,2023-08-10 10:05:00,337463008.0,40884068.0
3,10,10,2023-08-10 10:10:00,337867040.0,50304692.0
3,10,15,2023-08-10 10:15:00,337867040.0,50304692.0
3,10,20,2023-08-10 10:20:00,333562304.0,41974464.0
3,10,25,2023-08-10 10:25:00,333562304.0,41974464.0
3,10,30,2023-08-10 10:30:00,336859136.0,40470836.0
3,10,35,2023-08-10 10:35:00,336859136.0,40470836.0
3,10,40,2023-08-10 10:40:00,339292128.0,36506404.0
3,10,45,2023-08-10 10:45:00,339292128.0,36506404.0
3,10,50,2023-08-10 10:50:00,339731360.0,44495668.0
3,10,55,2023-08-10 10:55:00,339731360.0,44495668.0
3,11,0,2023-08-10 11:00:00,339696032.0,65360480.0
3,11,5,2023-08-10 11:05:00,339696032.0,65360480.0
3,11,10,2023-08-10 11:10:00,339719296.0,32375996.0
3,11,15,2023-08-10 11:15:00,339719296.0,32375996.0
3,11,20,2023-08-10 11:20:00,339716672.0,41249548.0
3,11,25,2023-08-10 11:25:00,339716672.0,41249548.0
3,11,30,2023-08-10 11:30:00,339715040.0,42383656.0
3,11,35,2023-08-10 11:35:00,339715040.0,42383656.0
3,11,40,2023-08-10 11:40:00,339698400.0,42253708.0
3,11,45,2023-08-10 11:45:00,339698400.0,42253708.0
3,11,50,2023-08-10 11:50:00,339672416.0,39495756.0
3,11,55,2023-08-10 11:55:00,339672416.0,39495756.0
3,12,0,2023-08-10 12:00:00,339712576.0,37685228.0
3,12,5,2023-08-10 12:05:00,339712576.0,37685228.0
3,12,10,2023-08-10 12:10:00,339642208.0,38568456.0
3,12,15,2023-08-10 12:15:00,339642208.0,38568456.0
3,12,20,2023-08-10 12:20:00,339705856.0,36975580.0
3,12,25,2023-08-10 12:25:00,339705856.0,36975580.0
3,12,30,2023-08-10 12:30:00,339690112.0,36153560.0
3,12,35,2023-08-10 12:35:00,339690112.0,36153560.0
3,12,40,2023-08-10 12:40:00,339700352.0,52187640.0
3,12,45,2023-08-10 12:45:00,339700352.0,52187640.0
3,12,50,2023-08-10 12:50:00,339690432.0,41786436.0
3,12,55,2023-08-10 12:55:00,339690432.0,41786436.0
3,13,0,2023-08-10 13:00:00,339698496.0,54275112.0
3,13,5,2023-08-10 13:05:00,339698496.0,54275112.0
3,13,10,2023-08-10 13:10:00,339168288.0,47380668.0
3,13,15,2023-08-10 13:15:00,339168288.0,47380668.0
3,13,20,2023-08-10 13:20:00,339485536.0,51913252.0
3,13,25,2023-08-10 13:25:00,339485536.0,51913252.0
3,13,30,2023-08-10 13:30:00,339271648.0,43532124.0
